Invoice Number,Total Charged
778048926,4235.18
402242263,9523.28
385610454,17684.329999999998
V58220944,8559.529999999999
373313006,687.04
D47090291,457.43
392971175,12737.6
860327177,5886.25
B67295882,6782.018762854628
N08629816,5695.929999999999
767442889,9327.08
Q15863840,4924.7300000000005
D12628904,1927.94
F53518709,4986.15
932229605,29356.12
852353289,47603.86
X95562027,39592.67999999999
235908143,3666.5
Z75000869,11597.95
O25341487,8681.65
951165322,28735.8
762929283,21579.02
167704739,18337.52
Z78885992,12837.88
740156015,9227.3
M15458819,797.31
569538002,3741.99
407023718,2151.15
102819958,5298.33
148558955,26976.88
618753025,10002.66
Z22930901,21885.65
333138580,7225.570000000001
P90958646,35219.35999999999
824980104,9771.92
M66900887,1253.4699999999998
475234475,2831.3299999999995
G92704103,8852.03
302641336,7997.43
Z21597741,788.04
659164633,12800.904779561826
546908724,19199.12
689996566,1820.42
W50090699,31679.9
Z56363149,15526.45
244926579,9347.54
786550718,14640.62
770554898,8646.890000000001
491571266,20150.19
234652421,10328.56
X03826325,7794.93
J23300621,4727.1900000000005
G94880599,6418.88
264039948,8817.06
R41251164,8648.72
169911215,2148.85
O92353201,12189.26
Y02041505,12030.33
12628738,16367.99
Z37207689,5549.85
O21995328,49560.16
I78734978,10161.65
Y08415696,11721.01
H56395479,15626.34
188747930,17271.2
F90633412,30933.63
G49851595,6229.9400000000005
U59020633,3054.38
M70941071,12812.15
557328646,1455.2
459688376,1414.7099999999998
489421574,7088.110000000001
T73627855,14907.88
328103147,1779.66
W54573496,12058.28
782722781,5523.6900000000005
132419197,9825.95
E20855671,1378.0100000000002
J74738156,10841.66
892038889,47436.91
T69591539,24902.23
X31312836,13880.91
P17182183,8728.210000000001
668583485,11456.24
J56230588,46891.1
J98666170,10329.39
449629787,9235.41
W46992973,8615.77
L14724362,17829.35
K92006483,4742.25
913685068,14243.830000000002
231723796,10982.17
B67265374,8735.136546198757
O35388413,5024.4
368335923,8095.64
269625977,2874.37
X50963865,16829.8
Z29046653,12718.7
O63072775,9523.28
J27423467,11516.0
296314496,10029.59
I11649520,2932.91
220154625,44563.9
N50142290,6462.820000000001
L35408473,56616.92999999999
W70459548,3060.05
846028600,17289.13
L33325540,2787.6000000000004
M40675281,17128.49
I08916640,3722.8
70195075,1559.25
204656817,15120.7
E88933635,8221.85
D61112280,3982.24
F09029828,18952.29
H14692448,43117.21
Y11755096,19731.01
H81839240,9523.28
F22926292,1167.3300000000002
P11881922,43714.0
195478488,3367.13
942889585,1922.55
162303755,6144.960000000001
717944675,9523.28
658035832,3058.96
800673026,11793.39
C93324489,8348.53
H21611833,11409.27
529565711,1730.75
42855507,9523.28
T48365771,14118.23
J63951370,1369.36
M26882293,28297.53
D87119603,7416.000000000001
742531476,31724.38
G67712694,8589.5
N88355537,8582.619999999999
E76661432,9523.28
M72434752,2758.44
179043532,14464.082495142278
282083350,35161.2
K64771038,6078.92
517704000,10492.47
G97486504,380.93
O06467423,9404.59
Q09368081,10495.7
Z58257476,17600.47627478507
705229122,21657.44
338553690,8681.13
123959870,2570.94
R46750897,1205.6799999999998
N74876228,12342.53
108982224,11628.02
727307643,17208.579999999998
M38534386,18384.56
705159761,20354.95
K31463702,4294.920000000001
473827588,30155.94
H65887676,10621.76
28668595,14729.96
921938318,9884.87
Z71413700,2129.07
438271315,10853.12
810265399,58525.24
849962462,7656.52
963257717,20131.55
689431545,11002.25
666800609,10928.410000000002
E85202813,46824.76
958529977,7366.000000000001
641435645,313.5
557257931,9460.09
498967555,22396.73
769768827,1436.84
J35012952,2279.85
541883442,6788.52
2306856,108824.14
496647756,85174.28
H92200996,15290.02
I83480417,18909.38
764362980,8897.53
P96273811,14340.56
O58060958,9523.28
L54550540,23533.09
834629286,12695.670000000002
975151200,2501.42
576656901,16344.63
J45519992,12102.04
K62099255,9882.5
324971560,21565.619999999995
R65085171,11035.27
Z56750847,10759.740000000002
D31578699,15463.55
B43706051,22179.28
467011967,9523.28
T61470242,18284.38
V03158082,17930.5
H46641455,9287.46
844446398,7509.5
O34943720,16571.75
154197749,20328.65
256363814,5271.67
S49130451,7062.07
461812608,10278.42
T22516496,8567.91
65673747,3170.84
J18938082,6886.47
E40474974,9217.48
68703051,10502.19
N03383825,1217.7
X56233583,16430.27
881540674,9523.28
T98813510,26088.76
976551819,7718.75
Z90910899,100027.97
915462705,4583.229719046543
U36411668,15687.66
731862846,18290.34
P79889411,14793.5
G35064219,8764.66
944788045,13994.53
O50482290,939.33
229767080,6326.119999999999
45871630,9523.28
N30189298,10851.35
C04541557,30765.81
E85856352,5867.35
943699338,6816.74
586582023,1845.58
P43246067,6625.26
761067419,9169.28
Z20459034,10481.53
T84071731,16866.996725529614
464244114,9031.35
H73349378,9941.8
I13724017,15028.75
814280860,10766.88
137850720,46131.05
N18676220,22093.1
519918931,5585.22
C80827931,10252.1
N31697310,8530.080000000002
99667986,23113.67
453980051,4864.5
J62939021,2736.09
H42695671,3308.51
661903435,3608.49
315745666,3562.5200000000004
438590237,1179.0
292567308,7359.32
Q79133139,6114.91
S07729181,37931.87
797629846,52305.91999999999
L54322735,8335.88
I70417830,4403.660000000001
195461498,12087.260000000002
G03329375,9122.84
B09460754,8050.83
R39490796,7410.280000000001
Y36106652,845.52
515690593,14490.320000000002
915112941,5180.199999999999
U16736754,2690.49
Z59399548,12413.77
199116904,18791.35
156601953,8369.89
19752250,9523.28
375587074,4183.22
C34620773,763.8199999999999
7275876,16316.117691849415
Y67401025,3208.11
334603744,1875.88
934729720,3249.65
398892524,9523.28
578230136,18557.8
320760846,19191.3
R58746812,19978.460000000003
679053956,9848.63
R57289731,2590.49
958776786,73796.38999999998
68886679,6520.0
592468424,13942.14
681443661,43687.58999999999
376094710,2969.26
947457305,13390.71
R36120713,11983.02
M16120281,19557.7
412594638,14717.84
188181012,7640.18
C62451203,19586.18
343132351,11578.65
761602601,8124.52
E30166544,3996.5
C68844063,9394.53
916621525,1647.14
E93757455,12946.18
N57041202,6849.37
261003042,2496.53
374833790,10256.37
737867098,46230.2
652025776,16729.91
69437718,1140.11
M76583822,44317.15
683368629,8875.15
N35835064,30416.55
777905525,2169.69
W69333405,14679.29
J74421734,20480.66
J38647986,31213.95
P96362636,7804.570000000001
Y95241219,7451.2
X12759274,1608.78
166823673,6371.35
A48624134,4511.15
N97434828,11528.86
680683650,7479.15
D67816981,27760.19
J13458457,17718.489999999998
279847967,4452.3
V37427543,45161.93
338247117,14141.98
948277267,1087.13
P08201583,6285.240000000001
264650568,7534.18
U91646451,6384.2
Y67083546,932.09
959208541,2145.6800000000003
135279252,8398.640000000001
825031453,1635.88
202007713,16765.02
307383208,66099.30999999998
683594242,14728.02
327525923,19219.9
185877746,6491.16
541024435,5690.84
Z54755312,11580.74
201256504,2394.51
564273692,12878.93
447618688,6012.76
292120163,13360.93
133477658,3366.02
E24830946,5228.84
A74642322,26905.99
X81233329,3915.3200000000006
537414961,7663.280000000001
Q26166337,9306.0
963970171,31447.51
887032195,11966.55
688151776,8249.91
F44998751,14510.64
A10084577,4843.12
G19020861,8447.58
203383760,9402.66741247701
425458658,6276.89
819391227,7153.840000000001
650931460,62748.69
752141483,40717.05
A63468178,7695.0
P02200158,2665.55
22892866,1162.25
135920599,16520.510000000002
I42215796,13718.63
252394569,8816.2
236607837,2371.36
558556537,14266.37
N50968741,10265.75
Q12604431,5857.38
C86838746,1461.7200000000005
T29327841,10251.36
198240115,4870.96
254372550,12111.91
21503975,14886.08
E85817916,39254.59
762820169,5885.69
745458685,1368.02
H05850280,1470.98
F97400655,7718.9
747355796,13844.06
V85298956,26037.34
495313816,16363.4
828636098,1744.1
305638901,48507.26
338053630,24722.58
259073275,17202.93
R60049900,12235.38
922350749,1734.61
A39558842,43330.18
640852148,9764.81
200510878,34287.969999999994
253443212,17985.31
461943648,13845.20607679476
J11647758,15590.15
K80324093,9176.64
D39212382,6521.79
258382760,35133.92
S78347478,14602.080000000002
V91157742,10495.74
A41922219,3054.46
U03504091,7521.650000000001
937933665,1942.94
876185164,35779.9
Q56572815,15279.76
R42958958,15167.6
289874490,2031.59
98967814,3908.57
628889754,2147.33
568202132,8617.65
618988651,7992.23
Q84625360,11646.78
C26437470,19809.26
J87595011,22785.17
136423268,9568.57
P70835091,33094.43
871771407,11032.6
F79701540,38747.25
U40418913,2456.61
S54686602,8451.42
P20737026,18871.7
928647291,2893.62
8460483,14109.55
O80990782,12216.2
X92174717,4130.56
P41866067,1134.18
823613765,1236.37
792676696,5273.37
F44314412,4508.27
398498349,8830.15
417466857,1111.59
J35924647,43531.78999999999
294505652,37519.942
239532111,20698.35
N86652581,15520.24
M25939570,13725.08
B75598645,8750.960000000001
913286915,13729.67
329476178,7688.67
133711112,12358.76
747094435,8550.02
700814151,3783.77
643895560,45253.15
47226396,17834.39
822938021,1770.59
103698761,3347.0500000000006
E50800345,2534.87
A47036077,10893.73
7218471,7223.019999999999
E11897241,15981.69
428224296,20382.3
480809592,8828.78
56579736,8613.7
226164536,2874.3287066547723
R59015896,11253.64
J59829427,8077.1
Q32243422,40912.04
817955463,7292.01
O94045388,13593.240000000002
254329613,911.5
372079082,7815.94
999406635,7844.13
423539025,15431.86
C21256054,70824.3
787230949,56494.9
994888939,20506.660000000003
194194885,1477.86
A27462866,44762.38
U99647127,6803.73
G81034478,25360.41
E60945222,7901.77
642292549,984.85
Y96197941,10669.22
I68138586,10289.37
E06762689,4099.530000000001
309033065,12966.500000000002
Y85579324,9523.28
514878067,749.8299999999999
823967425,6077.72
M85954832,6599.99
797456491,63358.99
558971929,46863.33
972477866,5425.92
N92543799,5840.72
316621984,2094.45
O61581503,27396.55
C01388351,12705.52
489355328,17936.263803098856
B93605819,4563.88
T15780799,13011.19
M74704623,8805.830000000002
M01500522,4964.92
123981025,25541.842672288687
P58448239,33430.28
T75441545,5962.93
500438525,19546.25
A67445048,8944.42
J41080944,9069.77
K76771746,3080.33
319099141,13890.42
Z11354912,21269.98
H25831055,26393.16
858548752,2699.17
W95363088,6107.26
323813947,4663.59
635217673,13439.04
328984689,4722.07
819550326,9448.430619061513
P44701647,33478.96999999999
850505197,33822.91
27307069,1461.66
C21241570,8809.04
832909973,12826.98
90325384,1475.32
865486871,28808.72
D92914869,19732.08
E03151602,9523.28
S78456455,6328.83
483809258,2537.56
890251515,8504.5
J14079957,7774.58
849620273,3209.4100000000003
750812451,12880.59
A08797682,8285.442090798133
E91778015,7770.05
724389429,17507.08
817019455,8742.39
C50117463,16930.54
A46016725,15418.02
J49864064,44214.66
Q38827520,10071.45
M00865999,10887.97
X86301899,13915.59
U44453283,12805.52
E84344395,16641.13
292870464,14957.04
H67642003,9153.740000000002
H79165356,19452.28
T06762948,8826.039999999999
Q06369255,9523.28
565451148,9523.28
987600747,20234.77
939146466,11862.02
67085629,1646.73
A91245929,6202.89
T05096139,10267.37
F11848903,12789.34
501418185,5080.12
821167702,1811.53
M76986227,14703.38
Z71826762,31313.090000000004
844487118,7340.44
G87806437,2608.0
I90074890,10811.97
677608637,8888.83
C23673672,54556.54
I25214385,12786.91
D65871540,4604.220000000001
375086239,719.8
E06749200,14927.67
G09572988,11669.98
Q76285628,2099.1600000000003
Q50671023,24557.42
923646283,7480.210000000001
V74412023,9523.28
402673005,2967.91
T19899577,54024.77
859949004,33809.54
67765005,11034.999307805349
312808695,2804.06
808092303,11743.21
T12954142,9412.67
X05228332,13774.63
A75375618,16852.65
250097987,28581.08
A24802979,20805.09
B57354338,22611.05
J81505654,2621.56
F21775259,7281.43
280001450,9523.28
595858793,29901.5
G38971214,19730.91
172762331,14723.61
634296566,2176.16
999283978,2724.86
292616354,2218.51
57226538,2887.9600000000005
D46156630,5830.65
403970215,10306.54
332900566,9523.28
26397800,10400.500000000002
M70587279,12297.97
Q21410884,9426.87
87782002,6421.32
L65161347,32241.58
448214233,12510.26
I38271281,2531.57
225979441,10840.31
P24827252,3014.48
J89444630,25776.42
48311648,7224.73
179492177,33065.81
244672097,1831.17
600361292,41193.14
464911112,3453.6900000000005
V58756242,9610.53
62318568,1050.48
Y29029914,46925.52
274445312,998.88
818690507,7363.72
706564383,13700.502108067481
A92948143,4815.99
170110671,1448.65
260155921,9753.93
225289155,7943.35
B73801543,16187.920000000002
832504142,9577.19
745351275,21002.59
681424978,7355.41
577554232,28034.22
653220613,1477.03
Q36005174,16397.2
781761850,33300.579999999994
592167147,807.52
863900709,13454.72
K62007086,7041.662878352285
430835186,6167.18
R35372732,10315.06
413236526,3648.39
199854916,1837.2
W92583578,34842.06
D03138532,8203.3
790178853,3468.97
P54174974,9523.28
257281359,4615.110000000001
W71472251,10668.35
J56247039,9544.12
755131443,13447.32
V27515750,8898.8
97419678,8815.77
99435319,33872.1
K99549880,2727.31
O44212715,37237.72
E13807153,21962.94
R66870604,19999.98
Z61545889,15810.27
603829492,15644.9
S97656547,4001.87
S16702817,8078.500000000001
Y65609983,987.48
460934397,15158.71
894566190,22634.39
833580355,2481.12
X95049575,15346.76
U41830984,12269.95
W69558855,16107.3
333907445,2683.67
619518391,7624.16
L37375917,7176.13
981852739,18612.050000000003
U85086647,18775.02
O67599245,4092.52
R09539613,9523.28
G58363038,12708.05
W50844400,11192.429999999998
291840800,622.96
44470249,45942.81
J81924925,2266.3
S28460159,44251.761627565575
Q68951270,750.4699999999999
N95844381,11893.36
J47716510,21884.620000000003
698631563,3077.83
624804112,1116.47
44598886,10270.72
831615874,4471.71
O27634762,14273.22
U02396120,3185.86
D44063490,15244.74
B07706242,3956.7
526232042,39240.920000000006
462282554,3260.8
70873354,656.38
S36915212,1440.0700000000002
516832974,8544.79
T22339338,8583.44
S51753726,10131.61
I15077633,8888.65
X30994588,8911.83
132862794,5234.1900000000005
N01407491,8905.4
595769561,3223.07
563186485,9351.65
T12699305,14484.32
M85031182,6857.45
9158142,19592.45
E91339579,5970.530000000001
581785787,16764.61
E09752043,10867.739999999998
A56869287,14421.09
Z37519105,9523.28
400169028,8248.6
E95542869,26170.800000000003
A78300315,12484.41
416240896,1289.19
622633797,9523.28
612507811,14850.01
161357882,23527.58
419690782,10757.56
W34406099,5164.31
404386208,13788.26
Y83178679,17692.1
825227450,9625.64
I83257512,7958.48
G30086597,11050.38
873089312,1049.59
M08339259,2623.79
M21589512,43927.82
T07745830,16880.53
940661885,10175.06
727792299,7691.009999999999
O67948403,16615.11
969744534,5667.66
D81325903,839.2299999999999
309363341,13024.47
611250061,6764.000000000001
786506213,9958.042947269289
836704930,2482.04
108017661,8754.26
907634695,6832.85
679423740,16715.91
H70448300,21501.56
B79339143,45286.19
J61054365,5841.500000000001
53613297,16839.17
647821365,53587.19
U11545220,7653.8
227224377,4486.14
744338632,44585.41
381256835,2545.8900000000003
U09497437,4072.54
B29091656,7580.57
I23485183,4164.06
520349691,13530.978694838901
632706636,14311.667071351974
406839826,9523.28
390269993,9233.92
L24684814,18174.88
Y39463877,8338.66
U80849210,37468.204356649876
C13624591,2703.75
3236057,4115.64
594720,10109.81
509653443,2595.52
J65706829,49624.43
Q21389162,2744.4700000000003
81116292,15813.66
911068829,18244.7
727314024,7751.7
E58739317,1597.63
C62226411,6481.150000000001
608787718,29880.270000000004
J01967248,26678.49
10475380,781.01
X43993624,24241.7
A17270214,9943.99
214704726,3843.07
817940600,7932.69
906331753,20850.7
972427062,3839.68
C08533748,13315.47
C87826254,3138.74
C46736514,5545.349999999999
123675001,31231.84
234687056,4328.66
G56750221,16022.3
155968238,17631.960000000003
108390191,12767.839999999998
B57520441,6133.64
A10436320,41012.4
819170906,20266.52
N52274266,1831.52
H65515921,2175.87
273008103,3351.58
Z66987861,3028.39
E90994350,1888.09
B82106921,41833.16
G88313530,10557.48
671300850,47821.130000000005
F93474386,16610.890000000003
C96288530,8112.37
72546145,1107.43
978660610,6831.030000000001
779130326,27637.44
745099541,10872.889999999998
209820554,19067.35
275501494,21719.74
383580893,41504.0
596911407,5421.64
O30404236,9523.28
B65670871,9225.82
892424266,9470.9
H36547377,27623.53
868297959,11499.23
G91771553,2805.07
929833105,9920.13
400718582,6591.820000000001
836775105,13449.96
125477148,2530.87
438221729,11215.84
993578025,13729.159999999998
355976654,6706.589999999999
800086693,9561.89
E47502306,7250.200000000001
330924852,8337.45
T08494311,9523.28
959936832,3574.6700000000005
L10391573,12530.5
Y20219492,27793.05
341792512,33881.47
S41456941,12100.6
836421719,2629.86
719893326,26496.74
493009453,6145.27
853782104,6335.17
D64298303,40107.15000000001
K39755965,6865.110000000001
616705373,5513.8
Y62121967,16092.13
537845415,9523.28
Y83189423,7356.7
501832121,16457.340000000004
X08947858,9523.28
906530733,4095.15
C03976168,11455.36
931922691,13692.2
304766466,19515.3
481478747,22646.92
45773765,2287.78
860655077,14434.49
M81513099,12895.95
557922240,1239.5500000000002
X47803187,35692.88
N95932932,3994.03
W60573593,27387.77
K05587720,13138.67
E55268789,2217.74
569055557,16802.989999999998
C30384204,36665.7
D25935651,11183.61
U45648049,2476.13
584982127,13432.184268531135
F25365791,24587.56452010149
796958288,8282.55
885595471,2106.85
774857108,6157.89
833005559,12199.88
402480067,9523.28
433338901,9523.28
V46664076,6216.02
W49123640,9523.28
583753965,5293.660000000001
T68870124,17183.57
430228799,5075.66
D65711416,16823.32
X65229657,7777.620000000001
Y04328097,1556.56
886953491,14312.54
281822063,1363.35
C48400107,6229.74
P34223490,5253.29
465429187,17075.8
500533219,19949.21
L17540578,15389.87
C89984827,3536.78
Q43569160,442.8
N68175845,9350.85
105756879,34271.05
V34028817,2481.04
N52556437,11287.11
721140449,3116.42
G38754813,7068.9800000000005
V57459007,7842.4
21237076,9523.28
543255461,33814.56
512627123,13539.9
A12122202,25027.7
S09607049,3438.284842681645
536509819,22205.78
787288175,36879.99
126714877,14835.5
506880471,25997.75
Y10560503,12069.499999999998
Y69980783,14970.240000000002
M75303598,9499.76789063407
Z10713986,7350.87
194666495,8287.43
L13922798,472.67
R25159687,3802.85
481850866,4433.470512382604
808841701,17925.37
S00057502,37406.47
574323934,10630.57
X69382321,13330.52
686108038,9523.28
Z32136574,6457.83
S41711348,15990.8
607142533,4139.9800000000005
M98016919,16004.55
R59073648,14025.83
W89891523,24113.35
559637863,15728.62
R65687372,9523.28
821701785,9371.07
869456346,14890.270000000002
L76577197,1302.99
954856153,17127.75
G94162941,3273.1500000000005
381817391,46740.44
636403352,8396.36
Q55579696,6658.960000000001
S75741912,1895.48
W82092311,8203.11
L94005931,13795.38
D94124374,3996.64
W87021205,37746.35
191113248,19465.9
C58241772,9170.7
G42001089,6484.13
969708155,5093.35
698587252,13205.48
369027831,28939.83
468794930,29579.31
J60735595,7532.75
Q31356135,26465.45
I78753282,1599.8
586086473,7961.470000000001
161882715,9801.43
S52116716,22947.620000000003
273442975,9523.28
530840626,2312.16
N86055752,18480.6
I67731294,9523.28
974378313,1030.11582549173
95860828,12358.96
831162953,13282.8
242345435,1263.09
959240048,20262.82
102810802,15241.22
N41597115,35264.42
329950570,4967.320000000001
426019049,9523.28
Y08439674,10737.7
B81050023,17975.84
U10560838,13224.81
T48437944,1446.1499999999996
874764647,7620.19
300367195,14384.2
957930170,12948.670000000002
148970366,17553.91
372980277,20528.88248868823
639386532,7948.139999999999
V78871500,11300.7
711533121,6100.4800000000005
C04672222,10145.54
M72182342,1340.48
X01487842,846.69
Z81171603,1543.46
732222505,8478.19
C87655779,13544.83
466324394,7654.44
874920639,7121.790000000001
T66564817,2705.4400000000005
G33595548,10309.8
O29716775,2896.76
V11483470,11422.67
421579723,23626.9
A20793649,336.82098341348114
115643665,17747.050000000003
521202016,5001.12
530607805,6596.9800000000005
335880236,13856.93
T35222735,6407.05
A61983624,1194.79
Y95908722,41539.30999999999
I54398351,9523.28
N95011336,8768.434600292074
T98909423,9661.77
504612536,9773.96
C98530837,8936.029041150088
899953848,8612.1
561118967,15472.38
39031369,13554.52
429395157,12735.0
620061057,9894.58
41198352,2120.04
15071103,1862.05
U50744629,28680.63
J93963320,18896.754576645057
916207762,33163.53
G01505482,14142.82
L41788951,7512.84
320199844,15044.8
A01782684,41011.99999999999
Q49679783,18813.53
970964028,14237.34
Y83691502,9804.27
512437061,2876.6800000000003
D91574181,8829.15
790782260,5682.13
T99560963,26847.320000000003
300544252,7588.8
M22135970,9523.28
679918500,15250.15
593844967,21785.45
681324040,18682.21
745704367,8903.52
F77503464,13781.01
Y96550413,14044.18
545106135,10720.39
L42110733,15005.27
715270944,17537.73
G56060074,9646.23
325992375,4181.8
599630127,31317.4
764172223,22759.99
J39506804,15665.7
C98784964,5248.53
V53944800,7448.99
592454054,7844.29
Z29627840,10581.98
F48158556,1625.69
U53650647,5520.98
759476948,5911.18
643204274,4640.16
Z14428840,66392.71999999999
327952333,8794.19
147638233,6520.860000000001
603221432,2424.48
I66624417,10983.39
W33484442,9043.54
B27396338,4235.27
F77222636,2598.71
104572274,1578.31
B26480707,1825.9700000000005
W87250723,8110.91
998625882,10087.85
V13975548,21955.01
313042249,10584.72
425819228,7820.44
53675097,28288.62
G43455547,7253.92
564185182,8220.82
U57880471,38223.72
A54115052,11960.99
X28127487,16142.16
D22045822,6149.34
X45172506,3840.32
950249461,3166.52
958422950,10728.66
105002622,24556.53
A80828848,9523.28
A61007860,8889.21
440418273,13380.87
812986208,7312.94
326050784,1903.59
970392193,2688.4
922562321,14828.46
G09470573,12778.700000000004
162757763,9523.28
4304659,6560.280000000001
C96271839,8482.57
535720585,39085.8
385869215,4146.01
V34543637,10065.69
355115392,20012.38
A63130654,10668.64
431971717,11195.95
P07126804,7135.92
K78726156,18812.58
698159115,6243.22
446688697,527.84
589782128,22348.34
J26607496,4041.14
C56077749,5949.81
P23817639,9580.39
B91422492,2537.91
907523490,14942.41
L49821065,9970.56
380129191,21736.69
899494475,19428.44
875016938,39196.22
O42135892,10269.93
H96251170,36722.65
727402451,2281.76
916653079,5559.639999999999
593519238,21717.210000000003
V05922470,35456.38
439318944,23558.620000000003
M05566847,12706.83
R85394587,8047.84
873069796,1568.38
952390366,34595.84
F59834913,8476.93
L46402964,2786.79
200618665,2257.67
418227762,10345.250000000002
25130495,1672.5300000000002
617519174,9523.28
Y51105713,17686.57
E68082535,22154.5
819578218,18326.32
P99408859,22160.37
W84366850,16445.67
468420957,5673.17
596330448,6785.13
125551296,6599.52
Z14985566,9523.28
524857251,9523.28
E40988518,1744.86
N63871979,46726.59
219350767,8827.36
287890570,9523.28
426362806,13042.98
B66553394,9523.28
S27650390,7720.950000000001
X02803816,13283.33
X67267973,13321.57
211545401,7498.29
C76112130,8819.729999999998
574097075,7090.0
E97360182,13180.9
868992194,16132.8
569078643,8269.92
R99817516,13296.95
S67688029,6903.26
R26954092,4646.35
337028921,14203.98
V73085855,676.42
340848712,25531.16
547765869,9523.28
628340798,25913.24
910434571,5634.9400000000005
M59805600,6676.39
933152428,13262.82
Q77978569,18029.28000000001
S03383647,47882.53
119460362,5665.15
X83188187,13693.87
14757118,15236.41
73732431,4948.4400000000005
Q90529744,18021.97
Y07525743,12596.48
445216522,7602.26
275122888,2487.34
M11368298,9101.940000000002
567662651,8086.14
11863278,17748.190000000002
G42099507,18745.181692510858
O21826350,29489.783951954392
P87699953,12728.32
302232764,51969.48
518062273,8372.69
70841429,7077.37
E43862092,34942.8
E67851751,53421.80999999999
S47512991,1785.4400000000005
S99714699,1338.92
U74561339,5923.22
749250914,3686.85
837049069,6139.24
H22443092,2884.59
Y52699776,7238.030000000001
871754001,7091.14
352334153,14269.73
662471905,40650.51
829446664,3678.68
573758655,7187.38
930990770,20940.18
39915223,7947.53
S22711525,18385.76
B79701744,3288.2100000000005
H53211399,9203.59
S69844350,1243.79
O39879342,8315.619999999999
C87276550,14258.76
B44058387,4420.48
584386543,10603.56
C06154538,5373.740000000001
W61269588,31475.77
B43286823,14826.98
T62870726,9523.28
C57313862,7551.190000000001
L33960524,985.52
C69693909,2282.4300000000003
733198993,25352.09
965497665,6067.950000000001
J43108715,2174.79
355485626,18100.44
478415059,12097.52
902102106,9859.51
I30462155,9750.35
537004924,3163.84
664989638,22765.26
I10875652,2449.9300000000003
891293109,11147.87
F63567542,20290.43
P66383993,2401.57
F71073055,11208.58
Z75527768,2589.19
A92537982,4208.73
667582999,15562.14
Y56474109,12873.91
383425709,19517.56
466159520,47312.32
303431685,10836.28
W17256038,10401.01038867876
I85564509,9523.28
983460523,9523.28
569460599,1918.88
547001515,24037.56
F06005596,1107.0700000000002
Q58518277,6341.64
528450892,2584.16
S83823451,7782.87
L18653473,6504.879999999999
B75982329,8408.91
L25185246,8465.1
S14793346,11915.89
P46700498,16069.88
E62681888,11924.95
T79085540,4172.19
N66354496,15366.61
Q49872421,4000.85
G08799201,9561.53
E31089707,9323.71
156547475,11272.13
943692678,9170.98
915805933,1874.2
N55470661,2019.39
608079706,14464.75
385413319,13885.69
Z81269612,7429.81
K79696791,6515.74
247695446,16143.04
573911966,1124.11
92562242,6849.1900000000005
M44560531,1986.79
F58233266,8153.01
T18526775,11255.89
L77582949,9965.36
462089969,8961.42
R58677319,3477.5900000000006
153447443,4979.870000000001
376378532,10954.69
B67496400,22270.48
280504125,29173.98
W55225780,14867.38
767046740,16000.260000000002
116065291,4458.21
488205902,9645.69
Z26518783,11367.84
Q22696057,7669.740000000001
835662471,9523.28
250129404,8783.31
H55172561,15045.82
W33759513,11414.08
Y50621467,7656.32
H41397865,4553.040000000001
886226666,1592.11
I40656375,3315.13
497196208,8488.880000000001
A61245359,9523.28
X58470543,1198.06
83752295,1742.2499999999998
307177961,22114.8
V18815370,605.39
O02458822,21710.029999999995
398129210,9657.22
359524810,12237.5
11594723,12644.2
619588411,18175.66
626208905,3897.07
U33580793,6625.389999999999
806450196,10995.079999999998
226657553,2175.37
260583895,7808.44
226127886,9090.546379661426
S81615648,6478.539999999999
325473466,12410.84
897560213,48026.060000000005
589255239,1757.11
952887320,13884.419999999998
73040375,15344.73
G18077713,12753.16
I70360972,6968.419575720867
83263268,7121.04
H80968166,30273.42
10814425,60693.69
415247625,46873.6
366151601,2583.65
449593675,4132.95
423189401,12508.23
F04004868,7681.59
901275468,8556.65
B11790036,6941.33
E35132611,13599.9
536792416,22667.56
Q55539435,8694.65
X26427069,6238.560000000001
U89558347,14545.94
I91260920,4433.490000000001
650303779,17765.16
619739579,11743.91
D49476815,2814.9400000000005
Z65418789,1259.14
605891755,8607.36
H06797237,3374.49
515878603,8899.69
820768986,15433.08
751903318,9576.77
C38320960,48655.56
783512221,10307.910000000002
594232036,17901.11
244447537,13849.16
F33308996,37785.46000000001
538594512,1013.6
675133150,6915.96
X35432809,28543.43
P10487809,20428.210000000003
36019332,11577.48
R52264311,28123.37
B08075350,6934.12
F44219757,9721.25
Z82458843,4208.1900000000005
873298481,16067.47
B44156294,2032.92
J82815484,15973.07
529818851,17162.62
M36434223,7610.6500000000015
942444880,8625.91
477929126,5604.64
457402204,5235.4400000000005
N36272355,1493.65
F01531995,10942.71
532874226,24998.86
965327988,7215.93
I46374366,9742.240000000002
741768388,13431.86
610378824,2428.91
W53239413,2963.21
770675321,9523.28
884540479,10396.27
U29298694,4181.62
V06008153,8966.56
317905253,14483.53
840728586,9415.01
O04799738,24663.51
C96019884,5570.59
Q36338375,13902.65
684720059,5964.2300000000005
W37812542,11314.74
879637113,15930.01
A64088867,36135.05
H09016994,2824.87
O85741993,15353.75
T11972122,34095.06
Y36952488,4271.16
814562920,2148.55
801717353,11947.330000000002
527205998,7962.86
N99080008,5725.400000000001
642035818,58732.82
994618210,8535.560000000001
K40254810,1980.32
A74686767,22786.01
329224942,9523.28
N54974432,39231.48
346454220,20058.133410723338
B40770586,23147.51
487390056,8492.13
M72534529,8366.0
87138413,9185.070000000002
Q31996496,14064.4
K74130830,6072.32
J65223853,15316.7
R00206749,1068.21
